passage,predicted_words,ground_truth,precision,recall,f1,raw_output
"2009 – otto kuhnle ( nominees : three gaga heads , tim key , otto kuhnle , joey page , george ryegold )","{'etc.', 'prize', 'nominees'}","{'george', 'tim', 'joey', 'heads', 'ryegold', 'gaga', 'otto', 'kuhnle', 'key', 'page', 'nominees', 'timber'}",0.3333333333333333,0.08333333333333333,0.13333333333333333,"nominees — people or things that are nominated for an award, prize, etc."
"2012 – live at the jive hive march 1960 , rockstar records , rsrcd 033","{'rockstar records', 'march', 'jive hive', 'rsrcd', 'preceding'}","{'2012', 'jive', 'march', 'hive', 'rsrcd', 'records', '033', 'live', 'rockstar'}",0.4,0.2222222222222222,0.2857142857142857,"March — The third month of the year, following February and preceding April.
preceding — coming before; going ahead of something or someone.
Jive Hive — A fictional jazz club from the animated television series 'The Flintstones.'
Rockstar Records — An American independent record label specializing in hard rock music.
rsrcd — Abbreviation for a specific recording company's catalog number."
"27 october 2000 – royal navy merlin ( zh844 ) ditched near the isle of skye , scotland after a hydraulic fire caused by the rotor brake being partially engaged .",{'royal navy merlin'},"{'ditched', 'skye', 'isle', 'merlin', 'engaged', 'october', 'scotland', 'brake', 'rotor', 'hydraulic', 'royal navy', 'partially'}",0.0,0.0,0.0,"Royal Navy Merlin — specific type or model of aircraft used by the British military, not further specified."
"30 @,@ 000 was the reported figure of purchasers for the event by the wrestling observer newsletter . turning point had an attendance of 1 @,@ 100 people . bryan and chris sokol of the professional wrestling section of the canadian online explorer website rated turning point a 7 out of 10 , which was just above the 2007 event 's rating of 6 @. @ 5 . in his review , phil allely of the united kingdom 's the sun newspaper felt turning point was "" a thoroughly enjoyable show "" .",{'ratings'},"{'purchasers', 'thoroughly', 'newsletter', 'review', 'observer', 'newspaper', 'wrestling', 'show', 'event', 'rated', 'attendance', 'explorer', 'enjoyable'}",0.0,0.0,0.0,ratings — evaluations or assessments given to something based on certain criteria or standards.
"35 in 2010 , and peaked at number 37 on the u.s. billboard hot dance club songs chart . these plans never came to fruition , and were substituted for the extended play ( ep ) as if ! and its lead single "" sex rules "" that march . a writer for muumuse spoke favorably of her "" vocal and musical versatility "" and commended the project as a "" rock solid 5 @-@ track collection of next @-@ level crunchy pop cuts . "" during this time , ferreira was featured in the advertising campaign for the calvin klein "" ck one "" product line alongside cassie ventura .","{'campaign', 'reliable.', 'advertising campaign', 'plans', 'versatility', 'extended play (ep)', 'rock solid'}","{'substituted', 'fulfillment', 'crunchy', 'advertising campaign', 'product line', 'commend', 'versatility', 'peaked', 'featured', 'extended play (ep)'}",0.42857142857142855,0.3,0.3529411764705882,"advertising campaign — series of promotional activities designed to promote a brand or product.
campaign — organized effort to achieve a particular goal, especially political campaigns.
extended play (EP) — recording format between an album and a single record.
plans — intentions or schemes for action.
rock solid — firm and unshakable; reliable.
versatility — ability to adapt or be adapted to many different functions or tasks."
"38 squadron , responsible for all caribou aircrew conversion and operations training , transferred to raaf base amberley , queensland , in october 1992 . beginning the following month , seven of the fleet 's twenty @-@ one caribous were retired to storage at amberley for use as spare parts . by mid @-@ 1996 , no. 84 wing was under the control of air lift group ( alg ) , located at richmond , and had been augmented by no. 32 squadron , operating hawker siddeley hs 748s for navigational training , vip transport , and fisheries surveillance out of raaf base east sale in victoria .","{'squadron', 'spare parts', 'ships', 'vip', 'etc.', 'retailed', 'spare part', 'storage'}","{'retired', 'augmented', 'transferred', 'spare parts', 'vip', 'navigational', 'base', 'surveillance', 'conversion', 'fleet'}",0.25,0.2,0.22222222222222224,"squadron — a unit or division of military aircraft, ships, etc., usually consisting of several smaller units or vehicles that operate together as a team.
retailed — sold again; resold after being purchased from another retailer.
spare parts — components used to repair or replace damaged or worn-out parts of machinery or equipment.
spare part — component used to repair or replace a broken or malfunctioning part of machinery or equipment.
storage — keeping something safe and secure until it is needed.
vip — an important person"
"38 squadron is currently responsible for providing conversion training on the king air and conducting light transport operations . the unit has a strength of 60 raaf personnel as well as 25 aircraft maintenance contractors from hawker pacific . it is organised into two flights ; a flight undertakes transport operations , and b flight is responsible for delivering training courses . along with nos. 33 and 36 squadrons , no.",{'squadron'},"{'contractors', 'flights', 'organised', 'strength', 'light transport operations', 'delivering', 'light transport', 'squadrons', 'conducting', 'undertakes', 'personnel', 'king air', 'conversion'}",1.0,0.07692307692307693,0.14285714285714288,squadron — a military unit typically consisting of several aircraft or ships operating together under one commander.
"5 's records . however , he and bender find that the electronic record on inspector no. 5 has been deleted and that the physical file is also missing . bender calls mom 's friendly robot company , who created him , and tells her he is defective . mom attempts to have bender destroyed to cover up the existence of a defective robot .","{'mother', 'electronic', 'physical', 'defective', 'inspector'}","{'destroyed', 'created', 'records', 'physical', 'defective', 'existence', 'attempt', 'deleted', 'inspector', 'robot'}",0.6,0.3,0.4,"inspector — an official authorized to examine or supervise something, especially for quality or safety purposes.
defective — having a fault or flaw; not working properly.
electronic — relating to or using electricity or electromagnetism to produce light or sound.
mother — referring to Mom's Friendly Robot Company, a fictional entity from Futurama.
physical — related to matter or substance rather than energy or information."
"51st waffen gebirgsjäger regiment of the ss ( 2nd albanian ) ( i , ii , iii battalions )",{'gebirgsjäger'},"{'battalions', 'regiment', 'ss', 'iii', 'waffen', 'ii', 'i', 'albanian', 'gebirgsjäger'}",1.0,0.1111111111111111,0.19999999999999998,"Gebirgsjäger — mountain infantry soldiers, especially those who serve in a mountainous region or terrain."
"55 cancri ( / ˈkæŋkraɪ / or / ˈkæŋkriː / ) ( abbreviated 55 cnc ) is a binary star approximately 41 light @-@ years away from earth in the constellation of cancer . the system consists of a g @-@ type star ( designated 55 cancri a , also named copernicus ) and a smaller red dwarf ( 55 cancri b ) .","{'red dwarf', 'cool', 'copernican', 'binary', 'light-years', 'constellation'}","{'light-year', 'red dwarf', 'g-type', '@-@', 'copernicus', 'binary', 'constellation', 'g-type star', 'dwarf', 'abbreviated', 'approximately', 'designated'}",0.6666666666666666,0.3333333333333333,0.4444444444444444,"binary — consisting of two parts; having two components or elements.
red dwarf — small, cool, low-luminosity stars that are relatively long-lived and common in the universe.
light-years — the distance light travels in one year, about 9 trillion kilometers or 6 trillion miles.
Copernican — relating to Nicolaus Copernicus, who proposed that Earth revolves around the Sun.
constellation — an area of the sky containing a recognizable pattern of stars."
